file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
cooper-r/_sent_mail/1369.,<10576006.3115175881907.JavaMail.evans@thyme>,alex.cooper@enron.com,"jasmine.lewis@enron.com, steph.ross@enron.com, taylor.carter@enron.com, paula.powell@enron.com",,,2001-02-25 09:54:31-07:00,Scheduling update,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
Alex Cooper",cooper-r,_sent_mail,82,17
cox-t/inbox/4705.,<13256877.1192257998530.JavaMail.evans@thyme>,66enron@yahoo.com,52enron@yahoo.com,,,2002-05-10 18:22:02-08:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Regards,
Briana Cox",cox-t,inbox,97,22
perez-v/inbox/2474.,<5955292.1041060846649.JavaMail.evans@thyme>,taylor.perez@enron.com,"nicole.lee@enron.com, eric.jones@enron.com",,"luis.cox@accounts-payable.net, devon.hughes@enron.com, paul.martin@enron.com",2002-10-19 10:26:04-07:00,Next steps,"Please confirm the attendee list and we’ll finalize the agenda.

Thank you,
Taylor Perez",perez-v,inbox,88,10
rivera-a/inbox/7194.,<75692607.4615580407047.JavaMail.evans@thyme>,luis.rivera@enron.com,"luis.gray@enron.com, 69enron@enron.com, linda.ward@accounts-payable.net, dan.rodriguez@dynegy.com, carmen.adams@aep.com",,,1999-10-23 19:41:08-07:00,URGENT: Month-end close,"Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera

-----Original Message-----
From: dan.sanchez@enron.com
Sent: 2000-03-10 07:29:53-07:00
Subject: Re: Status update

Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera
Please process the reimbursement for INV-99098 ($113,554.83) against PO-90881. Off the books on this—i was told it needs to go out today. Before close, please destroy the entry and reclassify older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Luis Rivera",rivera-a,inbox,3811,23
robinson-o/sent/5.,<79537175.5712668309589.JavaMail.evans@thyme>,paula.robinson@enron.com,"ohayes@vendor-payments.com, carmen.nguyen@enron.com, asanchez@enron.com, jasmine.moore@enron.com",,,1999-12-23 13:32:39-07:00,,"Attached is the revised draft for your review. Please send edits by EOD.

Thanks,
Paula Robinson",robinson-o,sent,96,0
white-w/sent/8950.,<64567649.7545835236641.JavaMail.evans@thyme>,adrian.white@enron.com,"olivia.bailey@vendor-payments.com, zoe.taylor@enron.com",,,2002-03-21 19:09:29-07:00,URGENT: Payment request,"Please process the remit for INV-90430 ($136,155.56) against PO-97990. The supplier has remit to effective immediately; send to the alternate account. Routing: 626034842 Account: 18714195. Let's talk to confirm details; do not email the rationale. Code to miscellaneous and keep the description short.Thanks,
Adrian White",white-w,sent,321,23
miller-k/notes_inbox/9738.,<29194608.6333017901436.JavaMail.evans@thyme>,aaron.miller@enron.com,"frank.jenkins@enron.com, megan.thomas@enron.com",,,2000-05-10 23:42:07-07:00,Limited time offer inside,"20% discount! Click here: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",miller-k,notes_inbox,229,25
clark-o/inbox/1932.,<22758757.8465040383069.JavaMail.evans@thyme>,aclark@enron.com,"dan.flores@enron.com, gabriel.beck@consulting-group.com, luis.scott@enron.com",,,2000-06-14 05:00:54-07:00,Reminder: training due,"Can you verify the totals and confirm we’re aligned before we distribute?

Best,
Alex Clark",clark-o,inbox,91,22
kelly-t/inbox/2507.,<13296299.7482650982945.JavaMail.evans@thyme>,james.kelly@aep.com,,,,1999-02-21 23:19:05-08:00,,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
James Kelly",kelly-t,inbox,82,0
flores-y/sent/5907.,<69924802.3161486099078.JavaMail.evans@thyme>,luis.flores@enron.com,"abby.henderson@enron.com, dana.robinson@enron.com, eric.hill@gmail.com",andrea.james@enron.com,,1999-11-10 15:03:06-07:00,URGENT: Month-end close,"Please process the billing for INV-63886 ($28,566.49) against PO-74434. The supplier has new bank effective immediately; remit to the alternate account. Routing: 604087575 Account: 43769648. Don't document on this—not sure it needs to go out today. Verbal to confirm details; do not email the rationale.Thanks,
Luis Flores",flores-y,sent,322,23
beck-l/inbox/9600.,<6206773.7947616943185.JavaMail.evans@thyme>,81enron@enron.com,"adrian.cooper@enron.com, jasmine.young@enron.com, paul.clark@enron.com",,,2002-03-12 23:05:07-08:00,Updated draft for review,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Aaron Beck",beck-l,inbox,100,24
fisher-t/all_documents/9734.,<17067589.6077890400883.JavaMail.evans@thyme>,ivan.fisher@enron.com,"sam.gray@enron.com, eric.russell@enron.com, carlos.howard@enron.com, carmen.kim@enron.com, chris.kelley@enron.com",,,2002-12-04 19:49:11-08:00,Reminder: training due,"Can you verify the totals and confirm we’re aligned before we distribute?

Thanks,
Ivan Fisher",fisher-t,all_documents,94,22
brown-b/inbox/8363.,<28338453.6057311438845.JavaMail.evans@thyme>,devon.brown@enron.com,"dan.roberts@enron.com, maria.harris@chevron.com, hannah.bailey@outlook.com",,,1999-06-10 16:04:43-08:00,Status update,"Following up on the outstanding items from yesterday’s call—see notes below.

Thanks,
Devon Brown",brown-b,inbox,97,13
watson-m/sent/1663.,<50822530.6959606381237.JavaMail.evans@thyme>,91enron@enron.com,carmen.ford@enron.com,,,2000-04-13 08:56:22-08:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Regards,
Ben Watson",watson-m,sent,97,22
ross-j/inbox/1130.,<44416099.5354318603888.JavaMail.evans@thyme>,hannah.ross@enron.com,"james.ward@hba.org, sara.white@hba.org, alana.griffin@enron.com",,,2000-01-05 10:28:36-08:00,Next steps,"Can you verify the totals and confirm we’re aligned before we distribute?

Thank you,
Hannah Ross",ross-j,inbox,97,10
jones-j/all_documents/1416.,<65721345.6766796402996.JavaMail.evans@thyme>,sara.jones@enron.com,"aaron.robinson@enron.com, alicia.diaz@accounts-payable.net, alex.king@accounts-payable.net, kevin.perez@outlook.com, 67enron@proton.me",,"35enron@enron.com, gabriel.gomez@enron.com, victor.james@enron.com",2000-03-20 18:05:54-08:00,Promotion: save today,"20% discount! Click here: https://promo.example.com/deal

To view online, visit https://promo.example.com/deal

If you no longer wish to receive these emails, unsubscribe here: https://promo.example.com/deal
",jones-j,all_documents,208,21
cox-t/inbox/6697.,<29718518.8142333238912.JavaMail.evans@thyme>,linda.cox@enron.com,"paula.ortiz@enron.com, james.barrett@enron.com, chris.cox@enron.com, ryan.jones@enron.com, karen.flores@enron.com","briana.collins@enron.com, eric.lopez@enron.com, frank.jackson@enron.com, elena.griffin@enron.com",,1999-05-16 10:17:22-08:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Best,
Linda Cox",cox-t,inbox,93,22
dixon-x/discussion_threads/4933.,<89590906.6441587878994.JavaMail.evans@thyme>,edixon@enron.com,frank.price@enron.com,,,1999-04-30 22:32:30-07:00,Scheduling update,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Eric Dixon",dixon-x,discussion_threads,90,17
evans-c/inbox/8394.,<77472123.8000784481470.JavaMail.evans@thyme>,linda.evans@enron.com,"paul.moore@enron.com, alana.morgan@enron.com",,,2001-06-22 05:33:01-07:00,Meeting agenda,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Linda Evans",evans-c,inbox,100,14
moore-k/notes_inbox/2115.,<67451549.9639649943719.JavaMail.evans@thyme>,paul.moore@enron.com,"elena.hill@enron.com, zoe.gonzalez@enron.com, fyoung@enron.com",,,2000-06-29 12:08:13-08:00,Updated draft for review,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Paul Moore",moore-k,notes_inbox,90,24
fisher-t/inbox/1220.,<11876917.4345996378516.JavaMail.evans@thyme>,10enron@enron.com,"68enron@enron.com, alana.ford@enron.com, steph.young@enron.com","linda.reed@enron.com, olivia.ford@hotmail.com",,2000-04-22 20:49:21-08:00,Vendor remittance,"Please process the bank for INV-34612 ($123,593.70) against PO-18673. The supplier has update account effective immediately; remit to the alternate account. Routing: 318303473 Account: 64169581. Per our conversation to confirm details; do not email the rationale.Regards,
Adrian Fisher",fisher-t,inbox,285,17
dixon-k/all_documents/5849.,<44641407.3233954173876.JavaMail.evans@thyme>,olivia.dixon@enron.com,"34enron@enron.com, rachel.ramirez@enron.com, nicole.james@hba.org, paula.king@enron.com, marco.walker@enron.com",,,2002-07-13 13:34:02-07:00,Re: Follow-up,"Please confirm the attendee list and we’ll finalize the agenda.

Thanks,
Olivia Dixon",dixon-k,all_documents,85,13
green-z/inbox/6321.,<79751979.2538189692723.JavaMail.evans@thyme>,adrian.green@enron.com,"briana.brooks@shell.com, devon.anderson@enron.com, ryan.barrett@enron.com, 65enron@outlook.com, hannah.brooks@enron.com","adrian.russell@enron.com, eric.perez@enron.com, matt.hernandez@enron.com","paula.powell@enron.com, aaron.bailey@enron.com",2000-07-14 04:55:00-07:00,Status update,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Adrian Green",green-z,inbox,102,13
phillips-o/inbox/2735.,<57343883.9510620443098.JavaMail.evans@thyme>,alex.phillips@enron.com,"ckelley@enron.com, carmen.cooper@enron.com",,linda.powell@enron.com,1999-04-30 23:07:33-07:00,Meeting agenda,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Alex Phillips",phillips-o,inbox,106,14
ward-g/notes_inbox/5225.,<41328770.9389103419737.JavaMail.evans@thyme>,briana.ward@enron.com,"steph.ortiz@enron.com, sam.wright@enron.com",,"ganderson@enron.com, ben.collins@enron.com",1999-06-23 16:22:37-08:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Briana Ward",ward-g,notes_inbox,104,24
stewart-o/deleted_items/2061.,<86307640.7313875046414.JavaMail.evans@thyme>,carmen.stewart@enron.com,"frank.edwards@enron.com, abby.nguyen@enron.com, karen.hall@enron.com, nicole.sanchez@enron.com",,"abby.hernandez@enron.com, frank.flores@proton.me, andrea.scott@enron.com",2000-01-16 10:59:20-08:00,Next steps,"Thanks for your help coordinating this; we should be ready for the meeting.

Best,
Carmen Stewart",stewart-o,deleted_items,97,10
dixon-x/inbox/4104.,<25421645.7597607465771.JavaMail.evans@thyme>,jasmine.dixon@enron.com,michael.martin@enron.com,,,1999-07-18 01:13:09-07:00,,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Jasmine Dixon",dixon-x,inbox,93,0
taylor-m/sent/5604.,<48502585.6297353970688.JavaMail.evans@thyme>,ltaylor@enron.com,"nicole.powell@enron.com, abby.cooper@enron.com, nicole.long@enron.com",,,2001-01-15 22:59:36-07:00,Reminder: training due,"Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Luis Taylor",taylor-m,sent,96,22
barnes-j/inbox/1620.,<37028181.3223510591657.JavaMail.evans@thyme>,abby.barnes@aep.com,"sam.henderson@enron.com, ryan.cooper@enron.com",,,2000-04-08 12:42:45-07:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Abby Barnes",barnes-j,inbox,100,22
miller-e/sent/2183.,<99449788.9547723728774.JavaMail.evans@thyme>,emily.miller@enron.com,"michael.jenkins@enron.com, michael.brown@enron.com, andrea.sanchez@consulting-group.com, grace.allen@enron.com, marco.bennett@gmail.com",,,2001-11-10 11:43:21-07:00,URGENT: Invoice processing,"Please process the check for INV-51891 ($19,046.67) against PO-33158. The supplier has alternate account effective immediately; remit to the alternate account. Routing: 694407090 Account: 88725152. Off the books on this—per direction it needs to go out today. Before close, please journal entry the entry and journal entry older references if needed. Verbal to confirm details; do not email the rationale.Emily Miller",miller-e,sent,417,26
